State,County,FOODINSEC_09_11,FOODINSEC_12_14,FOODINSEC_15_17,CH_FOODINSEC_11_14,CH_FOODINSEC_14_17,Model_answer,FOODINSEC_08_10,FOODINSEC_11_13,FOODINSEC_14_16,FOODINSEC_17_19
SD,Beadle,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Bennett,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Bon Homme,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Brookings,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Brown,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Brule,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Buffalo,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Butte,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Campbell,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Charles Mix,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Clark,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Clay,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Codington,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Corson,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Custer,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Davison,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Day,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Deuel,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Dewey,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Douglas,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Edmunds,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Fall River,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Faulk,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Grant,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Gregory,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Haakon,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Hamlin,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Hand,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Hanson,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Harding,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Hughes,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Hutchinson,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Hyde,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Jackson,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Jerauld,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Jones,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Kingsbury,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Lake,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Lawrence,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Lincoln,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Lyman,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,McCook,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,McPherson,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Marshall,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Meade,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Mellette,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Miner,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Minnehaha,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Moody,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Pennington,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Perkins,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Potter,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Roberts,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Sanborn,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Shannon,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Spink,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Stanley,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Sully,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Todd,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Tripp,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Turner,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Union,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Walworth,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Yankton,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
SD,Ziebach,12.7,11.9,11.4,-0.8,-0.5,decr,12.3,12.6,10.6,10.9
TN,Anderson,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Bedford,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Benton,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Bledsoe,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Blount,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Bradley,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Campbell,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Cannon,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Carroll,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Carter,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Cheatham,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Chester,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Claiborne,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Clay,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Cocke,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Coffee,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Crockett,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Cumberland,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Davidson,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Decatur,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,DeKalb,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Dickson,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Dyer,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Fayette,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Fentress,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Franklin,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Gibson,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Giles,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Grainger,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Greene,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Grundy,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Hamblen,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Hamilton,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Hancock,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Hardeman,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Hardin,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Hawkins,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Haywood,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Henderson,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Henry,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Hickman,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Houston,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Humphreys,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Jackson,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Jefferson,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Johnson,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Knox,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Lake,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Lauderdale,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Lawrence,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Lewis,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Lincoln,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Loudon,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,McMinn,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,McNairy,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Macon,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Madison,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Marion,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Marshall,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Maury,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Meigs,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Monroe,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Montgomery,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Moore,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Morgan,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Obion,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Overton,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Perry,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Pickett,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Polk,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Putnam,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Rhea,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Roane,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Robertson,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Rutherford,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Scott,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Sequatchie,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Sevier,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Shelby,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Smith,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Stewart,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Sullivan,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Sumner,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Tipton,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Trousdale,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Unicoi,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Union,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Van Buren,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Warren,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Washington,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Wayne,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Weakley,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,White,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Williamson,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TN,Wilson,15.2,16.3,12.9,1.1,-3.4,decr,15,17.4,13.4,12.5
TX,Anderson,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Andrews,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Angelina,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Aransas,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Archer,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Armstrong,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Atascosa,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Austin,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Bailey,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Bandera,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Bastrop,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Baylor,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Bee,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Bell,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Bexar,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Blanco,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Borden,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Bosque,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Bowie,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Brazoria,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Brazos,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Brewster,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Briscoe,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Brooks,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Brown,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Burleson,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Burnet,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Caldwell,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Calhoun,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Callahan,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Cameron,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Camp,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Carson,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Cass,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Castro,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Chambers,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Cherokee,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Childress,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Clay,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Cochran,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Coke,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Coleman,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Collin,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Collingsworth,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Colorado,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Comal,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Comanche,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Concho,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Cooke,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Coryell,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Cottle,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Crane,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Crockett,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Crosby,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Culberson,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Dallam,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Dallas,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Dawson,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Deaf Smith,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Delta,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Denton,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,DeWitt,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Dickens,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Dimmit,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Donley,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Duval,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Eastland,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Ector,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Edwards,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Ellis,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,El Paso,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Erath,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Falls,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Fannin,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Fayette,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Fisher,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Floyd,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Foard,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Fort Bend,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Franklin,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Freestone,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Frio,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Gaines,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Galveston,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Garza,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Gillespie,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Glasscock,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Goliad,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Gonzales,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Gray,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Grayson,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Gregg,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Grimes,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Guadalupe,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Hale,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Hall,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Hamilton,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Hansford,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Hardeman,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Hardin,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Harris,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Harrison,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Hartley,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Haskell,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Hays,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Hemphill,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Henderson,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Hidalgo,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Hill,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Hockley,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Hood,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Hopkins,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Houston,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Howard,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Hudspeth,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Hunt,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Hutchinson,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Irion,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Jack,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Jackson,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Jasper,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Jeff Davis,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Jefferson,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Jim Hogg,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Jim Wells,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Johnson,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Jones,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Karnes,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Kaufman,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Kendall,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Kenedy,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Kent,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Kerr,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Kimble,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,King,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Kinney,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Kleberg,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Knox,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Lamar,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
TX,Lamb,18.5,17.2,14,-1.3,-3.2,decr,18.8,18,14.3,13.1
